"method","estimand","tau","beta_trt","scenario","conf_mult","t_star","misspec","mean_est","truth","bias","emp_sd","rmse","coverage","n_reps"
"Federated CCW","RD",5,-0.5,"medium",1,25,"no_tv",-0.0675423822184411,-0.057593918015868,-0.00994846420257307,0.032857240929111,0.034172711900708,0.9,100
"Federated CCW","RD",5,-0.5,"medium",1,25,"coarse_L",-0.0675423822184411,-0.057593918015868,-0.00994846420257307,0.032857240929111,0.034172711900708,0.9,100
"Federated CCW","RD",5,-0.5,"medium",1,25,"nonlinear_L",-0.0675423822184411,-0.057593918015868,-0.00994846420257307,0.032857240929111,0.034172711900708,0.9,100
"Federated CCW","RD",5,-0.5,"medium",1,25,"cloglog",-0.0675423822184411,-0.057593918015868,-0.00994846420257307,0.032857240929111,0.034172711900708,0.9,100
"Federated CCW","RD",5,-0.5,"medium",1,25,"lpm",-0.0675423822184411,-0.057593918015868,-0.00994846420257307,0.032857240929111,0.034172711900708,0.9,100
"Federated CCW","RD",8,-0.5,"medium",1,25,"correct",-0.0553925080214092,-0.0512113647691539,-0.00418114325225534,0.0233166710878672,0.0235735537840493,0.98,100
"Federated CCW","RD",8,-0.5,"medium",1,25,"no_lag",-0.0553925080214092,-0.0512113647691539,-0.00418114325225534,0.0233166710878672,0.0235735537840493,0.98,100
"Federated CCW","RD",8,-0.5,"medium",1,25,"no_tv",-0.0553925080214092,-0.0512113647691539,-0.00418114325225534,0.0233166710878672,0.0235735537840493,0.98,100
"Federated CCW","RD",8,-0.5,"medium",1,25,"coarse_L",-0.0553925080214092,-0.0512113647691539,-0.00418114325225534,0.0233166710878672,0.0235735537840493,0.98,100
"Federated CCW","RD",8,-0.5,"medium",1,25,"nonlinear_L",-0.0553925080214092,-0.0512113647691539,-0.00418114325225534,0.0233166710878672,0.0235735537840493,0.98,100
"Federated CCW","RD",8,-0.5,"medium",1,25,"cloglog",-0.0553925080214092,-0.0512113647691539,-0.00418114325225534,0.0233166710878672,0.0235735537840493,0.98,100
