"method","estimand","fragmentation","initiation","init_intercept","n_sites","n_per_site","total_n","tau","t_star","beta_trt","conf_mult","truncation","mean_est","median_est","truth","mean_bias","median_bias","emp_sd","rmse","coverage","mean_init_rate","mean_death_rate","mean_zero_initiation_sites","mean_empty_g1_at_tstar","mean_empty_g1_fraction","mean_fit_warning_count","n_reps"
"local_ccw_meta","OR","20_sites_x_250","moderate",-2.5,20,250,5000,4,25,-0.7,0,"0.001/0.999",0.560406951139828,0.556893852486724,0.563326588646669,-0.00291963750684153,-0.00643273615994544,0.0334672234834388,0.0335387211150956,NA,0.228116666666667,0.81962,0,0,0,0,300
"local_ccw_meta","OR","20_sites_x_250","sparse",-4.5,20,250,5000,4,25,-0.7,0,"0.001/0.999",0.58522807051267,0.576216401285503,0.576098848203633,0.00912922230903727,0.00011755308187017,0.127219559596489,0.127335029179246,NA,0.0362633333333333,0.845374666666667,0,1.09666666666667,0.0548333333333333,0,300
"local_ccw_meta","OR","50_sites_x_100","moderate",-2.5,50,100,5000,4,25,-0.7,0,"0.001/0.999",0.576395037884409,0.57728878351932,0.563326588646669,0.0130684492377394,0.0139621948726505,0.0338154713293061,0.0362002603079741,NA,0.228278,0.82203,0,0,0,0,300
"local_ccw_meta","OR","50_sites_x_100","sparse",-4.5,50,100,5000,4,25,-0.7,0,"0.001/0.999",0.605367961227771,0.581645406289302,0.576098848203633,0.0292691130241382,0.00554655808566906,0.131064653562179,0.134079694880381,NA,0.0361506666666667,0.845652,1.32333333333333,16.3766666666667,0.327533333333333,4.06,300
"local_ccw_meta","RD","100_sites_x_50","moderate",-2.5,100,50,5000,4,25,-0.7,0,"0.001/0.999",-0.0888706349141548,-0.091032803315273,-0.0890061663840512,0.000135531469896441,-0.00202663693122174,0.0102804784672415,0.0102642248694043,NA,0.225412,0.823667333333333,0,1.58,0.0158,0,300
"local_ccw_meta","RD","100_sites_x_50","sparse",-4.5,100,50,5000,4,25,-0.7,0,"0.001/0.999",-0.179247991110291,-0.175268861380056,-0.0848843156939778,-0.0943636754163134,-0.0903845456860783,0.0217993867894977,0.0968407582490907,NA,0.035266,0.848106666666667,18.0333333333333,57.85,0.5785,61.2866666666667,300
"local_ccw_meta","RD","10_sites_x_500","moderate",-2.5,10,500,5000,4,25,-0.7,0,"0.001/0.999",-0.088370189840027,-0.0887986847375423,-0.0890061663840512,0.000635976544024227,0.000207481646508967,0.0109794799929615,0.0109796000448106,NA,0.228105333333333,0.819213333333333,0,0,0,0,300
"local_ccw_meta","RD","10_sites_x_500","sparse",-4.5,10,500,5000,4,25,-0.7,0,"0.001/0.999",-0.0777010636532466,-0.080841671615632,-0.0848843156939778,0.00718325204073118,0.00404264407834581,0.0251875416369151,0.0261514178598337,NA,0.03616,0.844415333333333,0,0.0333333333333333,0.00333333333333333,0,300
"local_ccw_meta","RD","20_sites_x_250","moderate",-2.5,20,250,5000,4,25,-0.7,0,"0.001/0.999",-0.0905544538571604,-0.0917782187139273,-0.0890061663840512,-0.0015482874731092,-0.00277205232987604,0.0101267508334255,0.0102277289561366,NA,0.228116666666667,0.81962,0,0,0,0,300
"local_ccw_meta","RD","20_sites_x_250","sparse",-4.5,20,250,5000,4,25,-0.7,0,"0.001/0.999",-0.0882124142750276,-0.0844012501020956,-0.0848843156939778,-0.00332809858104976,0.000483065591882159,0.0405912315904747,0.0406599577216123,NA,0.0362633333333333,0.845374666666667,0,1.09666666666667,0.0548333333333333,0,300
